time,eSense Name,Ax,Ay,Az,Gx,Gy,Gz,title,label
1.58204E+12,eSense-0869,-0.793334961,0.576904297,0.109619141,3.780487805,0.731707317,3.018292683,squat-1,break
1.58204E+12,eSense-0869,-0.794799805,0.560913086,0.10949707,3.932926829,0.914634146,1.036585366,squat-1,break
1.58204E+12,eSense-0869,-0.806518555,0.56262207,0.097045898,5.091463415,5.06097561,2.37804878,squat-1,break
1.58204E+12,eSense-0869,-0.815917969,0.574584961,0.088989258,6.097560976,4.664634146,5.243902439,squat-1,break
1.58204E+12,eSense-0869,-0.793579102,0.592041016,0.075561523,8.658536585,1.829268293,4.817073171,squat-1,break
1.58204E+12,eSense-0869,-0.788452148,0.599731445,0.048706055,8.353658537,4.87804878,2.591463415,squat-1,break
1.58204E+12,eSense-0869,-0.808837891,0.620849609,0.044067383,8.536585366,0.548780488,3.87195122,squat-1,break
1.58204E+12,eSense-0869,-0.789672852,0.603759766,0.054321289,1.768292683,0.030487805,-3.323170732,squat-1,break
1.58204E+12,eSense-0869,-0.786376953,0.591918945,0.059326172,-1.524390244,1.707317073,-0.213414634,squat-1,break
1.58204E+12,eSense-0869,-0.787719727,0.599731445,0.064697266,0,0.701219512,-1.18902439,squat-1,break
1.58204E+12,eSense-0869,-0.78918457,0.610107422,0.079956055,-0.823170732,-1.585365854,-1.951219512,squat-1,break
1.58204E+12,eSense-0869,-0.796264648,0.596313477,0.091186523,-2.073170732,0.853658537,-4.573170732,squat-1,break
1.58204E+12,eSense-0869,-0.803100586,0.573242188,0.10559082,-0.091463415,-1.920731707,-3.140243902,squat-1,break
1.58204E+12,eSense-0869,-0.793334961,0.586791992,0.075561523,6.25,-0.975609756,-4.603658537,squat-1,break
1.58204E+12,eSense-0869,-0.770874023,0.642822266,-0.017578125,1.463414634,3.780487805,-7.774390244,squat-1,break
1.58204E+12,eSense-0869,-0.766845703,0.658081055,-0.053955078,-12.28658537,6.341463415,-5.884146341,squat-1,break
1.58204E+12,eSense-0869,-0.772583008,0.603393555,-0.037719727,-28.84146341,11.00609756,-8.353658537,squat-1,break
1.58204E+12,eSense-0869,-0.813598633,0.538574219,-0.007080078,-35.30487805,16.25,-10.6097561,squat-1,break
1.58204E+12,eSense-0869,-0.842529297,0.48425293,0.082885742,-31.2804878,11.40243902,-5.12195122,squat-1,break
1.58204E+12,eSense-0869,-0.831420898,0.432617188,0.143676758,-24.69512195,13.23170732,-9.237804878,squat-1,break
1.58204E+12,eSense-0869,-0.930053711,0.497680664,0.280395508,-18.41463415,0.701219512,7.37804878,squat-1,break
1.58204E+12,eSense-0869,-0.800170898,0.470581055,0.313476563,-5.518292683,-5.823170732,-4.146341463,squat-1,break
1.58204E+12,eSense-0869,-0.810424805,0.487548828,0.312255859,-2.713414634,-0.243902439,-7.926829268,squat-1,break
1.58204E+12,eSense-0869,-0.849975586,0.434936523,0.30871582,2.743902439,4.268292683,0.426829268,squat-1,break
1.58204E+12,eSense-0869,-0.834106445,0.40612793,0.321777344,18.1097561,0.152439024,13.26219512,squat-1,break
1.58204E+12,eSense-0869,-0.870117188,0.463867188,0.342651367,21.46341463,0.426829268,27.83536585,squat-1,break
1.58204E+12,eSense-0869,-0.757202148,0.481201172,0.187744141,23.90243902,19.05487805,39.63414634,squat-1,break
1.58204E+12,eSense-0869,-0.769287109,0.599243164,-0.028442383,34.08536585,30.18292683,64.63414634,squat-1,break
1.58204E+12,eSense-0869,-0.725097656,0.713134766,-0.16784668,28.93292683,23.01829268,37.86585366,squat-1,break
1.58204E+12,eSense-0869,-0.693603516,0.728149414,-0.226318359,13.59756098,17.07317073,10.73170732,squat-1,break
1.58204E+12,eSense-0869,-0.646850586,0.764770508,-0.231323242,6.341463415,3.567073171,3.384146341,squat-1,break
1.58204E+12,eSense-0869,-0.675292969,0.7578125,-0.243408203,-5.823170732,8.87195122,-31.79878049,squat-1,break
1.58204E+12,eSense-0869,-0.738647461,0.685546875,-0.139160156,-18.7804878,-7.62195122,-53.62804878,squat-1,break
1.58204E+12,eSense-0869,-0.744873047,0.572387695,-0.010009766,-29.63414634,-7.469512195,-62.01219512,squat-1,break
1.58204E+12,eSense-0869,-0.899902344,0.582763672,0.201293945,-30.27439024,-15.70121951,-45.24390244,squat-1,break
1.58204E+12,eSense-0869,-0.74621582,0.534423828,0.276000977,-15.94512195,-22.07317073,-37.5304878,squat-1,break
1.58204E+12,eSense-0869,-0.853149414,0.464477539,0.255981445,-1.798780488,-5.457317073,-32.22560976,squat-1,break
1.58204E+12,eSense-0869,-0.876220703,0.387207031,0.239990234,2.62195122,-18.07926829,-22.83536585,squat-1,break
1.58204E+12,eSense-0869,-0.891723633,0.317504883,0.195556641,1.036585366,-0.243902439,-19.02439024,squat-1,break
1.58204E+12,eSense-0869,-0.927734375,0.281738281,0.198608398,-0.06097561,-1.798780488,-12.37804878,squat-1,break
1.58204E+12,eSense-0869,-0.916259766,0.260742188,0.171264648,2.743902439,0.640243902,-7.256097561,squat-1,break
1.58204E+12,eSense-0869,-0.935546875,0.283447266,0.143066406,4.908536585,11.95121951,-0.457317073,squat-1,break
1.58204E+12,eSense-0869,-0.935791016,0.283691406,0.118286133,5.579268293,12.89634146,-1.524390244,squat-1,break
1.58204E+12,eSense-0869,-0.933227539,0.287719727,0.112915039,8.384146341,9.298780488,-2.865853659,squat-1,break
1.58204E+12,eSense-0869,-0.940185547,0.284301758,0.110351563,5.762195122,6.707317073,-4.024390244,squat-1,break
1.58204E+12,eSense-0869,-0.940185547,0.283691406,0.109985352,4.847560976,4.756097561,-1.646341463,squat-1,break
1.58204E+12,eSense-0869,-0.940551758,0.292602539,0.114990234,1.798780488,3.201219512,3.231707317,squat-1,break
1.58204E+12,eSense-0869,-0.907714844,0.296142578,0.126342773,-0.548780488,4.847560976,4.298780488,squat-1,break
1.58204E+12,eSense-0869,-0.931030273,0.309814453,0.115722656,-2.865853659,13.7804878,1.402439024,squat-1,break
1.58204E+12,eSense-0869,-0.939697266,0.309692383,0.102294922,-7.682926829,6.341463415,2.987804878,squat-1,break
1.58204E+12,eSense-0869,-0.930297852,0.301269531,0.115722656,-4.847560976,-2.682926829,-1.554878049,squat-1,break
1.58204E+12,eSense-0869,-0.922119141,0.298217773,0.125976563,-3.780487805,-3.445121951,-2.347560976,squat-1,break
1.58204E+12,eSense-0869,-0.930786133,0.294067383,0.134521484,-2.225609756,-0.548780488,1.402439024,squat-1,break
1.58204E+12,eSense-0869,-0.922973633,0.296020508,0.141479492,0.853658537,-3.292682927,1.097560976,squat-1,break
1.58204E+12,eSense-0869,-0.9140625,0.297729492,0.148071289,1.707317073,-0.640243902,-0.640243902,squat-1,break
1.58204E+12,eSense-0869,-0.925292969,0.294921875,0.151000977,1.554878049,2.37804878,-1.646341463,squat-1,break
1.58204E+12,eSense-0869,-0.92565918,0.298828125,0.146606445,2.43902439,1.981707317,0.12195122,squat-1,break
1.58204E+12,eSense-0869,-0.92199707,0.304321289,0.138183594,2.256097561,5.548780488,1.25,squat-1,break
1.58204E+12,eSense-0869,-0.929077148,0.3046875,0.130126953,0.884146341,6.25,1.006097561,squat-1,break
1.58204E+12,eSense-0869,-0.931640625,0.305175781,0.127563477,1.097560976,4.847560976,0.457317073,squat-1,break
1.58204E+12,eSense-0869,-0.928466797,0.305297852,0.124511719,0.670731707,3.384146341,-0.152439024,squat-1,break
1.58204E+12,eSense-0869,-0.924316406,0.306762695,0.128295898,1.006097561,1.12804878,0.670731707,squat-1,break
1.58204E+12,eSense-0869,-0.922241211,0.314941406,0.129882813,0.579268293,2.164634146,0.731707317,squat-1,break
1.58204E+12,eSense-0869,-0.925048828,0.310791016,0.128173828,-0.579268293,2.957317073,-0.975609756,squat-1,break
1.58204E+12,eSense-0869,-0.929443359,0.30456543,0.130126953,-0.274390244,1.920731707,-2.682926829,squat-1,break
1.58204E+12,eSense-0869,-0.930786133,0.300048828,0.133544922,0.579268293,0.365853659,-1.859756098,squat-1,break
1.58204E+12,eSense-0869,-0.924560547,0.299194336,0.134399414,1.737804878,0.792682927,-0.701219512,squat-1,break
1.58204E+12,eSense-0869,-0.921020508,0.299072266,0.138549805,2.012195122,0.426829268,0.12195122,squat-1,break
1.58204E+12,eSense-0869,-0.925537109,0.304931641,0.139648438,2.225609756,1.920731707,0.12195122,squat-1,break
1.58204E+12,eSense-0869,-0.926025391,0.306274414,0.13671875,1.676829268,2.957317073,0.030487805,squat-1,break
1.58204E+12,eSense-0869,-0.927612305,0.303466797,0.140380859,2.134146341,1.676829268,-0.853658537,squat-1,break
1.58204E+12,eSense-0869,-0.924316406,0.301391602,0.140869141,2.469512195,0.335365854,-3.475609756,squat-1,break
1.58204E+12,eSense-0869,-0.928955078,0.294799805,0.142456055,1.951219512,1.219512195,-3.963414634,squat-1,break
1.58204E+12,eSense-0869,-0.931640625,0.289672852,0.147583008,1.219512195,-0.152439024,-3.353658537,squat-1,break
1.58204E+12,eSense-0869,-0.928710938,0.287597656,0.150512695,1.737804878,0.243902439,-4.359756098,squat-1,break
1.58204E+12,eSense-0869,-0.93371582,0.275634766,0.15625,0.548780488,0.213414634,-6.646341463,squat-1,break
1.58204E+12,eSense-0869,-0.940307617,0.257446289,0.167480469,1.158536585,-0.548780488,-5.426829268,squat-1,break
