ExerciseType,ExerciseSubType,Device:xAcceleration,Device:yAcceleration,Device:zAcceleration,Device:xRotationRate,Device:yRotationRate,Device:zRotationRate,AccRms,RotRms,roll,pitch
situp,situp,-0.591308594,0.709960938,-0.025390625,-11.2195122,-2.865853659,-48.93292683,0.924302478,50.2844101,-1.535048151,1.527882969
situp,situp,-0.649658203,0.621948242,0.001586914,-8.140243902,-3.475609756,-51.31097561,0.899376403,52.0687973,1.568244811,-1.568353641
situp,situp,-0.681884766,0.548095703,0.014282227,-5.091463415,-11.73780488,-55.33536585,0.874974123,56.79526192,1.544744315,-1.549854168
situp,situp,-0.718261719,0.485229492,0.048706055,-14.66463415,-21.67682927,-63.96341463,0.868170396,69.11045386,1.470754065,-1.503088967
situp,situp,-0.726928711,0.425537109,0.141357422,-15.88414634,-32.16463415,-72.07317073,0.854101342,80.50721542,1.250078829,-1.378734825
situp,situp,-0.90625,0.190063477,0.286987305,-21.79878049,-24.3597561,-95.51829268,0.969419879,100.9570641,0.584953533,-1.264111846
situp,situp,-0.927734375,-0.032226563,0.279663086,-17.77439024,-16.34146341,-97.19512195,0.969505577,100.1492092,-0.114727497,-1.278012201
situp,situp,-0.911254883,-0.197509766,0.266845703,-24.29878049,-9.87804878,-83.68902439,0.969846482,87.70324614,-0.637176735,-1.285927458
situp,situp,-0.997924805,-0.383056641,0.325195313,-20.42682927,-15.48780488,-88.90243902,1.117290606,92.52443525,-0.866913102,-1.255776334
situp,situp,-0.877807617,-0.603881836,0.341796875,-12.31707317,-16.15853659,-84.3597561,1.118947983,86.77198307,-1.055752396,-1.199482327
situp,situp,-0.762451172,-0.634521484,0.326904297,-7.134146341,-9.542682927,-54.66463415,1.044421238,55.94802113,-1.095064251,-1.165749969
situp,situp,-0.758911133,-0.647338867,0.338623047,-4.359756098,-9.786585366,-34.20731707,1.053403666,35.84585426,-1.088839852,-1.151110381
situp,situp,-0.715942383,-0.596435547,0.33996582,1.585365854,-8.201219512,-20.70121951,0.991910085,22.32294505,-1.052730888,-1.127469724
situp,situp,-0.690551758,-0.600219727,0.34765625,0.12195122,-10.39634146,-20.67073171,0.978769799,23.1382354,-1.045800156,-1.104394877
situp,situp,-0.649414063,-0.652832031,0.374511719,2.896341463,-14.32926829,-30.73170732,0.994076111,34.03166993,-1.049960345,-1.047691597
situp,situp,-0.583984375,-0.717529297,0.391113281,-0.12195122,-11.00609756,-29.3902439,1.004418061,31.38368194,-1.071735722,-0.980674266
situp,situp,-0.557983398,-0.768310547,0.410522461,-0.304878049,-8.475609756,-21.55487805,1.034492755,23.16336934,-1.080072395,-0.936493844
situp,situp,-0.534057617,-0.762207031,0.420410156,1.25,-2.5,-4.390243902,1.021235426,5.204492436,-1.066748919,-0.90390914
situp,situp,-0.536254883,-0.745849609,0.415405273,2.62195122,4.512195122,7.195121951,1.008177802,8.888437034,-1.062628453,-0.911710289
situp,situp,-0.591064453,-0.827514648,0.438598633,1.18902439,8.475609756,17.31707317,1.107477513,19.31659294,-1.083422776,-0.932403476
situp,situp,-0.701904297,-0.977783203,0.477050781,3.932926829,23.1402439,56.73780488,1.294722782,61.40128096,-1.116883457,-0.973857554
situp,situp,-0.728149414,-0.874389648,0.47277832,24.66463415,34.20731707,104.4817073,1.232184307,112.6716995,-1.075124942,-0.994922141
situp,situp,-0.735351563,-0.529052734,0.372802734,33.87195122,42.37804878,124.4817073,0.979602264,135.7899243,-0.956949139,-1.101586599
situp,situp,-0.849853516,-0.297851563,0.276611328,34.84756098,43.07926829,119.3597561,0.94206177,131.5937964,-0.822355405,-1.256129275
situp,situp,-0.837280273,-0.010742188,0.202880859,33.62804878,29.66463415,106.4329268,0.861576632,115.4937405,-0.05289886,-1.333068894
situp,situp,-0.729614258,0.208740234,0.111938477,27.25609756,22.89634146,86.09756098,0.767098216,93.1661275,1.07856531,-1.41856191
situp,situp,-0.798461914,0.542236328,0.044189453,17.74390244,21.52439024,77.89634146,0.966185475,82.74047052,1.489481203,-1.515509507
situp,situp,-0.822021484,0.511352539,0.095703125,16.52439024,18.1097561,51.15853659,0.972810273,56.72930993,1.385779904,-1.454894
situp,situp,-0.720581055,0.530883789,0.032104492,12.5,28.17073171,50.36585366,0.895603346,59.04709426,1.510396212,-1.526272155
situp,situp,-0.691040039,0.560180664,-0.022338867,6.463414634,24.63414634,52.71341463,0.889852649,58.54332564,-1.530939477,1.538481136
situp,situp,-0.723999023,0.66796875,0.000976563,5.975609756,11.00609756,56.06707317,0.985067404,57.44874924,1.569334339,-1.569447482
situp,situp,-0.589599609,0.710205078,0.023193359,7.5,4.817073171,58.23170732,0.923340069,58.90998159,1.538150659,-1.531479125
situp,situp,-0.437988281,0.848999023,-0.030395508,8.75,9.817073171,52.40853659,0.955801738,54.03325026,-1.535010029,1.501509421
situp,situp,-0.341308594,0.943847656,-0.081298828,10.0304878,8.902439024,37.19512195,1.006950572,39.53910979,-1.484872866,1.336956444
situp,situp,-0.278198242,1.038085938,-0.140991211,15.42682927,7.804878049,23.1402439,1.083925827,28.88553393,-1.435803897,1.10172255
situp,situp,-0.249145508,1.037963867,-0.193725586,10.70121951,9.573170732,4.481707317,1.084883439,15.04152244,-1.386279289,0.909888853
