time,eSense Name,Ax,Ay,Az,Gx,Gy,Gz,title,label
1.5821E+12,eSense-0869,-0.725585938,0.688476563,-0.021118164,2.286585366,-2.134146341,-1.12804878,squat-1,break
1.5821E+12,eSense-0869,-0.725585938,0.688476563,-0.021118164,2.286585366,-2.134146341,-1.12804878,squat-1,break
1.5821E+12,eSense-0869,-0.743041992,0.666625977,-0.006469727,2.164634146,6.554878049,-3.567073171,squat-1,break
1.5821E+12,eSense-0869,-0.754882813,0.666259766,-0.021240234,1.646341463,7.530487805,-3.475609756,squat-1,break
1.5821E+12,eSense-0869,-0.743041992,0.666625977,-0.006469727,2.164634146,6.554878049,-3.567073171,squat-1,break
1.5821E+12,eSense-0869,-0.754882813,0.666259766,-0.021240234,1.646341463,7.530487805,-3.475609756,squat-1,break
1.5821E+12,eSense-0869,-0.754516602,0.645874023,-0.026611328,0.884146341,5.335365854,-3.414634146,squat-1,break
1.5821E+12,eSense-0869,-0.754516602,0.645874023,-0.026611328,0.884146341,5.335365854,-3.414634146,squat-1,break
1.5821E+12,eSense-0869,-0.756347656,0.644897461,-0.025390625,-1.615853659,2.530487805,-2.195121951,squat-1,break
1.5821E+12,eSense-0869,-0.756347656,0.644897461,-0.025390625,-1.615853659,2.530487805,-2.195121951,squat-1,break
1.5821E+12,eSense-0869,-0.760498047,0.639770508,-0.025268555,-1.463414634,3.323170732,-2.073170732,squat-1,break
1.5821E+12,eSense-0869,-0.760498047,0.639770508,-0.025268555,-1.463414634,3.323170732,-2.073170732,squat-1,break
1.5821E+12,eSense-0869,-0.762207031,0.636962891,-0.022705078,-1.006097561,0.884146341,-3.140243902,squat-1,break
1.5821E+12,eSense-0869,-0.762207031,0.636962891,-0.022705078,-1.006097561,0.884146341,-3.140243902,squat-1,break
1.5821E+12,eSense-0869,-0.761230469,0.643798828,-0.01953125,0.274390244,-2.743902439,-5.731707317,squat-1,break
1.5821E+12,eSense-0869,-0.758300781,0.644165039,-0.013183594,-0.853658537,-4.176829268,-7.103658537,squat-1,break
1.5821E+12,eSense-0869,-0.761230469,0.643798828,-0.01953125,0.274390244,-2.743902439,-5.731707317,squat-1,break
1.5821E+12,eSense-0869,-0.758300781,0.644165039,-0.013183594,-0.853658537,-4.176829268,-7.103658537,squat-1,break
1.5821E+12,eSense-0869,-0.769897461,0.638549805,-0.007080078,-1.524390244,-5.091463415,-9.725609756,squat-1,break
