1.5821E+12,eSense-0869,-0.435180664,0.813354492,-0.408325195,-1.493902439,-0.640243902,-2.835365854,squat-1,break
1.5821E+12,eSense-0869,-0.45324707,0.823242188,-0.395996094,-3.231707317,0.274390244,0.365853659,squat-1,break
1.5821E+12,eSense-0869,-0.435180664,0.813354492,-0.408325195,-1.493902439,-0.640243902,-2.835365854,squat-1,break
1.5821E+12,eSense-0869,-0.45324707,0.823242188,-0.395996094,-3.231707317,0.274390244,0.365853659,squat-1,break
1.5821E+12,eSense-0869,-0.423095703,0.866577148,-0.159545898,-17.16463415,5.731707317,1.463414634,squat-1,break
1.5821E+12,eSense-0869,-0.401733398,0.921630859,-0.187133789,-28.59756098,19.72560976,14.26829268,squat-1,break
1.5821E+12,eSense-0869,-0.423095703,0.866577148,-0.159545898,-17.16463415,5.731707317,1.463414634,squat-1,break
1.5821E+12,eSense-0869,-0.401733398,0.921630859,-0.187133789,-28.59756098,19.72560976,14.26829268,squat-1,break
1.5821E+12,eSense-0869,-0.423706055,0.944458008,-0.172485352,-44.57317073,15.39634146,31.58536585,squat-1,break
1.5821E+12,eSense-0869,-0.423706055,0.944458008,-0.172485352,-44.57317073,15.39634146,31.58536585,squat-1,break
1.5821E+12,eSense-0869,-0.385498047,0.972290039,-0.128417969,-48.65853659,4.024390244,32.31707317,squat-1,break
1.5821E+12,eSense-0869,-0.385498047,0.972290039,-0.128417969,-48.65853659,4.024390244,32.31707317,squat-1,break
1.5821E+12,eSense-0869,-0.252441406,0.955444336,0.081787109,-29.48170732,-19.72560976,13.35365854,squat-1,break
1.5821E+12,eSense-0869,-0.252441406,0.955444336,0.081787109,-29.48170732,-19.72560976,13.35365854,squat-1,break
1.5821E+12,eSense-0869,-0.201293945,0.930053711,0.150146484,-1.524390244,-10.79268293,-4.756097561,squat-1,break
1.5821E+12,eSense-0869,-0.234375,0.96081543,0.138183594,-2.652439024,2.43902439,1.920731707,squat-1,break
1.5821E+12,eSense-0869,-0.201293945,0.930053711,0.150146484,-1.524390244,-10.79268293,-4.756097561,squat-1,break
1.5821E+12,eSense-0869,-0.234375,0.96081543,0.138183594,-2.652439024,2.43902439,1.920731707,squat-1,break
1.5821E+12,eSense-0869,-0.23034668,1.010131836,0.098022461,13.47560976,14.81707317,-3.506097561,squat-1,break
1.5821E+12,eSense-0869,-0.23034668,1.010131836,0.098022461,13.47560976,14.81707317,-3.506097561,squat-1,break
1.5821E+12,eSense-0869,-0.264160156,1.021240234,0.084716797,-2.408536585,12.28658537,-5.213414634,squat-1,break
1.5821E+12,eSense-0869,-0.264160156,1.021240234,0.084716797,-2.408536585,12.28658537,-5.213414634,squat-1,break
1.5821E+12,eSense-0869,-0.296020508,1.080932617,0.041381836,23.7804878,16.2804878,-17.28658537,squat-1,break
1.5821E+12,eSense-0869,-0.296020508,1.080932617,0.041381836,23.7804878,16.2804878,-17.28658537,squat-1,break
1.5821E+12,eSense-0869,-0.29296875,1.072265625,0.00402832,16.2195122,0.579268293,-29.45121951,squat-1,break
1.5821E+12,eSense-0869,-0.29296875,1.072265625,0.00402832,16.2195122,0.579268293,-29.45121951,squat-1,break
1.5821E+12,eSense-0869,-0.360229492,0.974731445,-0.012817383,26.67682927,-1.006097561,-51.70731707,squat-1,break
1.5821E+12,eSense-0869,-0.360229492,0.974731445,-0.012817383,26.67682927,-1.006097561,-51.70731707,squat-1,break
1.5821E+12,eSense-0869,-0.561279297,1.003295898,-0.091918945,57.77439024,-13.01829268,-88.23170732,squat-1,break
1.5821E+12,eSense-0869,-0.561279297,1.003295898,-0.091918945,57.77439024,-13.01829268,-88.23170732,squat-1,break
1.5821E+12,eSense-0869,-0.829223633,0.848876953,-0.175048828,88.07926829,-50.21341463,-125.2743902,squat-1,break
1.5821E+12,eSense-0869,-0.767822266,0.517211914,-0.107788086,79.9695122,-74.81707317,-116.2804878,squat-1,break
1.5821E+12,eSense-0869,-0.829223633,0.848876953,-0.175048828,88.07926829,-50.21341463,-125.2743902,squat-1,break
1.5821E+12,eSense-0869,-0.767822266,0.517211914,-0.107788086,79.9695122,-74.81707317,-116.2804878,squat-1,break
1.5821E+12,eSense-0869,-0.775756836,0.442993164,-0.088500977,49.69512195,-51.55487805,-63.04878049,squat-1,break
1.5821E+12,eSense-0869,-0.775756836,0.442993164,-0.088500977,49.69512195,-51.55487805,-63.04878049,squat-1,break
1.5821E+12,eSense-0869,-0.800048828,0.358032227,-0.03112793,5.823170732,-30.67073171,-28.04878049,squat-1,break
1.5821E+12,eSense-0869,-0.800048828,0.358032227,-0.03112793,5.823170732,-30.67073171,-28.04878049,squat-1,break
1.5821E+12,eSense-0869,-0.815673828,0.306030273,0.042480469,30.51829268,-24.81707317,-6.524390244,squat-1,break
1.5821E+12,eSense-0869,-0.815673828,0.306030273,0.042480469,30.51829268,-24.81707317,-6.524390244,squat-1,break
1.5821E+12,eSense-0869,-0.811035156,0.333007813,0.059814453,44.66463415,5.975609756,16.09756098,squat-1,break
1.5821E+12,eSense-0869,-0.896606445,0.509399414,-0.077026367,12.5304878,37.04268293,59.84756098,squat-1,break
1.5821E+12,eSense-0869,-0.811035156,0.333007813,0.059814453,44.66463415,5.975609756,16.09756098,squat-1,break
1.5821E+12,eSense-0869,-0.896606445,0.509399414,-0.077026367,12.5304878,37.04268293,59.84756098,squat-1,break
1.5821E+12,eSense-0869,-0.85144043,0.564941406,-0.137817383,-18.75,8.414634146,26.00609756,squat-1,break
1.5821E+12,eSense-0869,-0.85144043,0.564941406,-0.137817383,-18.75,8.414634146,26.00609756,squat-1,break
1.5821E+12,eSense-0869,-0.862915039,0.443237305,-0.077514648,-37.19512195,-20.15243902,-8.780487805,squat-1,break
1.5821E+12,eSense-0869,-0.862915039,0.443237305,-0.077514648,-37.19512195,-20.15243902,-8.780487805,squat-1,break
1.5821E+12,eSense-0869,-0.768798828,0.478881836,0.088745117,-20.21341463,-12.25609756,-13.84146341,squat-1,break
1.5821E+12,eSense-0869,-0.768798828,0.478881836,0.088745117,-20.21341463,-12.25609756,-13.84146341,squat-1,break
1.5821E+12,eSense-0869,-0.890258789,0.42980957,0.08984375,-32.4695122,-5.030487805,-25.54878049,squat-1,break
1.5821E+12,eSense-0869,-0.890258789,0.42980957,0.08984375,-32.4695122,-5.030487805,-25.54878049,squat-1,break
1.5821E+12,eSense-0869,-0.99621582,0.293334961,0.163208008,-31.70731707,-8.231707317,-11.37195122,squat-1,break
1.5821E+12,eSense-0869,-0.99621582,0.293334961,0.163208008,-31.70731707,-8.231707317,-11.37195122,squat-1,break
1.5821E+12,eSense-0869,-0.900878906,0.295654297,0.201538086,-12.89634146,-5.548780488,-23.56707317,squat-1,break
1.5821E+12,eSense-0869,-0.900878906,0.295654297,0.201538086,-12.89634146,-5.548780488,-23.56707317,squat-1,break
1.5821E+12,eSense-0869,-0.925415039,0.191162109,0.200683594,-33.99390244,-5.884146341,-18.68902439,squat-1,break
1.5821E+12,eSense-0869,-0.925415039,0.191162109,0.200683594,-33.99390244,-5.884146341,-18.68902439,squat-1,break
1.5821E+12,eSense-0869,-0.919433594,0.216064453,0.231811523,-17.83536585,-4.085365854,-12.28658537,squat-1,break
1.5821E+12,eSense-0869,-0.919433594,0.216064453,0.231811523,-17.83536585,-4.085365854,-12.28658537,squat-1,break
1.5821E+12,eSense-0869,-0.914916992,0.224975586,0.239501953,-11.40243902,0.731707317,-13.59756098,squat-1,break
1.5821E+12,eSense-0869,-0.914916992,0.224975586,0.239501953,-11.40243902,0.731707317,-13.59756098,squat-1,break
1.5821E+12,eSense-0869,-0.927246094,0.211547852,0.215087891,-8.384146341,5.091463415,-12.89634146,squat-1,break
1.5821E+12,eSense-0869,-0.927246094,0.211547852,0.215087891,-8.384146341,5.091463415,-12.89634146,squat-1,break
1.5821E+12,eSense-0869,-0.935668945,0.202392578,0.201904297,-1.097560976,6.097560976,2.62195122,squat-1,break
1.5821E+12,eSense-0869,-0.935668945,0.202392578,0.201904297,-1.097560976,6.097560976,2.62195122,squat-1,break
1.5821E+12,eSense-0869,-0.928833008,0.204589844,0.227783203,-3.292682927,-1.18902439,-8.018292683,squat-1,break
1.5821E+12,eSense-0869,-0.901245117,0.168334961,0.25390625,7.591463415,4.634146341,-12.83536585,squat-1,break
1.5821E+12,eSense-0869,-0.928833008,0.204589844,0.227783203,-3.292682927,-1.18902439,-8.018292683,squat-1,break
1.5821E+12,eSense-0869,-0.901245117,0.168334961,0.25390625,7.591463415,4.634146341,-12.83536585,squat-1,break
1.5821E+12,eSense-0869,-0.922729492,0.129272461,0.218017578,22.37804878,22.89634146,-20.48780488,squat-1,break
1.5821E+12,eSense-0869,-0.922729492,0.129272461,0.218017578,22.37804878,22.89634146,-20.48780488,squat-1,break
1.5821E+12,eSense-0869,-0.989379883,0.147583008,0.102783203,31.03658537,24.72560976,-14.17682927,squat-1,break
1.5821E+12,eSense-0869,-0.989379883,0.147583008,0.102783203,31.03658537,24.72560976,-14.17682927,squat-1,break
1.5821E+12,eSense-0869,-0.969360352,0.160888672,0.085083008,19.48170732,18.93292683,-4.695121951,squat-1,break
1.5821E+12,eSense-0869,-0.969360352,0.160888672,0.085083008,19.48170732,18.93292683,-4.695121951,squat-1,break
1.5821E+12,eSense-0869,-0.997680664,0.177124023,0.026977539,3.62804878,15.91463415,1.585365854,squat-1,break
1.5821E+12,eSense-0869,-0.997680664,0.177124023,0.026977539,3.62804878,15.91463415,1.585365854,squat-1,break
1.5821E+12,eSense-0869,-1.004272461,0.166870117,-0.001708984,-17.5,2.164634146,9.695121951,squat-1,break
