ExerciseType,ExerciseSubType,Device:xAcceleration,Device:yAcceleration,Device:zAcceleration,Device:xRotationRate,Device:yRotationRate,Device:zRotationRate,AccRms,RotRms,roll,pitch
pushup,pushup,-0.402709961,0.613647461,-0.120605469,-7.164634146,-2.164634146,-22.43902439,0.743830759,23.65433235,-1.376731153,1.279812358
pushup,pushup,-0.490844727,0.621704102,-0.078979492,1.31097561,-1.402439024,-14.51219512,0.796041643,14.63862355,-1.444436068,1.411258538
pushup,pushup,-0.543579102,0.800170898,-0.124023438,6.067073171,6.25,-5.762195122,0.975260744,10.4438867,-1.41702375,1.346475442
pushup,pushup,-0.524169922,0.833007813,-0.161376953,6.493902439,1.646341463,4.054878049,0.9973458,7.83091598,-1.379438728,1.272133756
pushup,pushup,-0.454589844,0.877685547,-0.220703125,5.640243902,-0.213414634,3.902439024,1.01276538,6.861991505,-1.324443679,1.118816296
pushup,pushup,-0.473388672,0.88293457,-0.203979492,4.359756098,1.768292683,4.969512195,1.022388342,6.843272879,-1.343755157,1.163945527
pushup,pushup,-0.482299805,0.863891602,-0.192504883,3.87195122,2.286585366,2.682926829,1.007958299,5.236274941,-1.351543959,1.191032016
pushup,pushup,-0.474487305,0.87097168,-0.208862305,2.926829268,3.384146341,7.012195122,1.013584398,8.318032006,-1.335436883,1.156134274
pushup,pushup,-0.460449219,0.831542969,-0.203735352,1.097560976,5.365853659,3.567073171,0.972103537,6.536133153,-1.330520744,1.154221266
pushup,pushup,-0.433959961,0.680175781,-0.133422852,-0.914634146,0.701219512,-1.707317073,0.817778698,2.059901943,-1.377096394,1.272514841
pushup,pushup,-0.40637207,0.658447266,-0.100830078,4.481707317,-1.798780488,1.432926829,0.780293385,5.037319825,-1.41884363,1.327585446
pushup,pushup,-0.42199707,0.725463867,-0.144775391,-4.298780488,7.5,6.280487805,0.851668517,10.68522535,-1.373821465,1.240306702
pushup,pushup,-0.383789063,0.782714844,-0.181640625,-0.945121951,6.067073171,11.46341463,0.890466107,13.00432649,-1.342767691,1.128750296
pushup,pushup,-0.453613281,0.980102539,-0.224243164,11.25,10.27439024,14.05487805,1.103019035,20.72836684,-1.345872113,1.11167992
pushup,pushup,-0.377197266,1.02722168,-0.307983398,7.835365854,5.579268293,11.67682927,1.136800744,15.12843464,-1.279503076,0.886072161
pushup,pushup,-0.428222656,1.033447266,-0.333862305,10.97560976,11.43292683,5.914634146,1.167412495,16.91622661,-1.258322867,0.90858984
pushup,pushup,-0.410888672,1.037475586,-0.356811523,9.176829268,7.103658537,-0.579268293,1.171537262,11.61945402,-1.239545707,0.855722456
pushup,pushup,-0.404907227,0.998046875,-0.313232422,-1.067073171,0.152439024,4.93902439,1.121678197,5.055278898,-1.266686225,0.912367395
pushup,pushup,-0.342529297,0.985717773,-0.287963867,-1.890243902,0.609756098,3.87195122,1.082538238,4.351646902,-1.286569529,0.871727108
pushup,pushup,-0.335327148,0.946777344,-0.272094727,-1.920731707,-2.256097561,5.548780488,1.040609041,6.290322043,-1.290947733,0.889124233
pushup,pushup,-0.375610352,1.013183594,-0.257446289,-1.158536585,4.542682927,4.451219512,1.110811741,6.464636907,-1.321965974,0.969931023
pushup,pushup,-0.419799805,1.105102539,-0.327758789,1.158536585,6.036585366,-1.036585366,1.226747456,6.233544667,-1.282473873,0.907903766
pushup,pushup,-0.404907227,1.126342773,-0.327636719,-4.298780488,-4.420731707,-7.103658537,1.24094469,9.406611883,-1.287722342,0.890491956
pushup,pushup,-0.359375,1.03112793,-0.25390625,-6.524390244,-11.49390244,-11.73780488,1.121090354,17.67635496,-1.32935841,0.955706754
pushup,pushup,-0.369750977,0.945068359,-0.203125,-5.396341463,-7.286585366,-13.23170732,1.034953986,16.04035243,-1.359085601,1.068447513
pushup,pushup,-0.409423828,0.913085938,-0.200683594,-2.5,-3.475609756,-13.17073171,1.020601639,13.84911683,-1.35445006,1.115050852
pushup,pushup,-0.401733398,0.850952148,-0.208862305,4.115853659,-1.37195122,-15.88414634,0.96391532,16.46598331,-1.330108902,1.091353576
pushup,pushup,-0.435668945,0.753295898,-0.180786133,2.286585366,7.987804878,-10,0.888788932,13.00128837,-1.335257475,1.177458433
pushup,pushup,-0.389526367,0.649414063,-0.101074219,-0.792682927,5.579268293,15.42682927,0.763993072,16.42387415,-1.416395983,1.316915603
pushup,pushup,-0.337158203,0.642211914,-0.116577148,7.225609756,2.134146341,7.195121951,0.73464415,10.4179555,-1.391227199,1.237900255
pushup,pushup,-0.385009766,0.847045898,-0.233886719,5.091463415,8.87195122,13.41463415,0.959386403,16.86970443,-1.301388714,1.0248931
pushup,pushup,-0.351074219,0.877807617,-0.255126953,3.323170732,8.231707317,6.951219512,0.97922882,11.27492447,-1.287947659,0.94237228
pushup,pushup,-0.347167969,0.904541016,-0.274658203,3.963414634,16.03658537,14.81707317,1.007053711,22.19068235,-1.276000027,0.901481688
pushup,pushup,-0.339599609,0.925292969,-0.255371094,0.518292683,11.95121951,15.06097561,1.01818926,19.2336492,-1.301510469,0.92603114
pushup,pushup,-0.297241211,0.956542969,-0.256347656,1.615853659,11.31097561,23.1402439,1.033944346,25.80736407,-1.308955251,0.859134139
pushup,pushup,-0.233642578,0.882324219,-0.260742188,5.396341463,11.76829268,25.36585366,0.949247792,28.47875955,-1.283457036,0.730638149
pushup,pushup,-0.244262695,0.939453125,-0.293701172,6.036585366,11.76829268,17.86585366,1.014148321,22.22885068,-1.267793085,0.693756319
pushup,pushup,-0.174194336,0.950073242,-0.305419922,3.018292683,6.402439024,18.59756098,1.013046969,19.89900979,-1.259760615,0.518327925
