time,eSense Name,Ax,Ay,Az,Gx,Gy,Gz,title,label
1.5821E+12,eSense-0869,-0.546142578,0.678466797,-0.503417969,7.469512195,3.932926829,-6.524390244,squat-1,break
1.5821E+12,eSense-0869,-0.546142578,0.678466797,-0.503417969,7.469512195,3.932926829,-6.524390244,squat-1,break
1.5821E+12,eSense-0869,-0.520996094,0.701416016,-0.449462891,-9.359756098,5.335365854,-0.396341463,squat-1,break
1.5821E+12,eSense-0869,-0.533203125,0.694335938,-0.494995117,-6.707317073,9.146341463,-5.091463415,squat-1,break
1.5821E+12,eSense-0869,-0.520996094,0.701416016,-0.449462891,-9.359756098,5.335365854,-0.396341463,squat-1,break
1.5821E+12,eSense-0869,-0.533203125,0.694335938,-0.494995117,-6.707317073,9.146341463,-5.091463415,squat-1,break
1.5821E+12,eSense-0869,-0.561035156,0.677612305,-0.464355469,0.762195122,-6.006097561,-0.365853659,squat-1,break
1.5821E+12,eSense-0869,-0.561035156,0.677612305,-0.464355469,0.762195122,-6.006097561,-0.365853659,squat-1,break
1.5821E+12,eSense-0869,-0.549316406,0.705688477,-0.456298828,9.603658537,-9.146341463,4.573170732,squat-1,break
1.5821E+12,eSense-0869,-0.549316406,0.705688477,-0.456298828,9.603658537,-9.146341463,4.573170732,squat-1,break
1.5821E+12,eSense-0869,-0.579711914,0.641601563,-0.450683594,11.76829268,-12.86585366,0.701219512,squat-1,break
1.5821E+12,eSense-0869,-0.579711914,0.641601563,-0.450683594,11.76829268,-12.86585366,0.701219512,squat-1,break
1.5821E+12,eSense-0869,-0.588500977,0.662719727,-0.428588867,12.80487805,-5.518292683,6.615853659,squat-1,break
1.5821E+12,eSense-0869,-0.556640625,0.643676758,-0.457519531,19.78658537,-0.06097561,8.079268293,squat-1,break
1.5821E+12,eSense-0869,-0.588500977,0.662719727,-0.428588867,12.80487805,-5.518292683,6.615853659,squat-1,break
1.5821E+12,eSense-0869,-0.556640625,0.643676758,-0.457519531,19.78658537,-0.06097561,8.079268293,squat-1,break
1.5821E+12,eSense-0869,-0.545410156,0.7109375,-0.483520508,17.34756098,2.56097561,18.38414634,squat-1,break
1.5821E+12,eSense-0869,-0.545410156,0.7109375,-0.483520508,17.34756098,2.56097561,18.38414634,squat-1,break
1.5821E+12,eSense-0869,-0.49230957,0.752075195,-0.472290039,0.670731707,0.213414634,19.17682927,squat-1,break
1.5821E+12,eSense-0869,-0.49230957,0.752075195,-0.472290039,0.670731707,0.213414634,19.17682927,squat-1,break
1.5821E+12,eSense-0869,-0.476806641,0.764404297,-0.470336914,-7.408536585,9.573170732,16.40243902,squat-1,break
1.5821E+12,eSense-0869,-0.476806641,0.764404297,-0.470336914,-7.408536585,9.573170732,16.40243902,squat-1,break
1.5821E+12,eSense-0869,-0.482177734,0.772705078,-0.463989258,-1.18902439,6.158536585,4.390243902,squat-1,break
1.5821E+12,eSense-0869,-0.482177734,0.772705078,-0.463989258,-1.18902439,6.158536585,4.390243902,squat-1,break
1.5821E+12,eSense-0869,-0.467651367,0.773925781,-0.475341797,-1.280487805,5.548780488,-1.31097561,squat-1,break
